UF,SP
Cidade,GUARARAPES
Nome Posto,GUARARAPES
Latitude,-21.266666666666666
Longitude,-50.63333333333333
Codigo,2150013
Qtd. Anos,70
Ano,Maxima
1944,48
1945,60
1946,64
1947,78
1948,46.3
1949,35.5
1951,98
1952,24
1953,37
1954,27
1955,7.3
1956,56
1957,95
1958,90
1959,62
1960,91
1961,120
1962,64
1963,59
1964,92
1965,76
1966,87
1967,73
1968,46
1969,63
1970,62
1971,65
1972,75.6
1973,45.2
1974,65.1
1975,99.2
1976,65.7
1977,117.1
1978,103.4
1979,94.6
1980,78.4
1981,42.8
1982,68.1
1983,82.1
1984,159.8
1985,88
1986,57.7
1987,92.2
1988,93.8
1989,100.6
1990,89
1991,73.1
1992,80.8
1993,60.6
1994,109.1
1995,58.1
1996,72.6
1997,85.9
1998,113.6
1999,118.3
2000,63.4
2001,89.1
2002,83.3
2003,73.4
2004,67.4
2005,91.4
2006,70.3
2007,124.7
2008,82.4
2009,111.6
2010,79
2011,80.9
2012,73.3
2013,79.4
2014,82.2
