UF,SP
Cidade,TEODORO SAMPAIO
Nome Posto,TEODORO SAMPAIO
Latitude,-22.516666666666666
Longitude,-52.18333333333333
Codigo,2252005
Qtd. Anos,48
Ano,Maxima
1966,53
1967,74
1968,60.9
1969,62.6
1970,73
1971,73.3
1972,116.6
1973,76.1
1974,44.6
1975,113
1976,72.9
1977,158.4
1978,143.4
1979,88.4
1980,93.7
1981,84.8
1982,64.7
1983,74.8
1984,73.8
1985,62.3
1986,79.3
1987,84.5
1988,50.3
1989,64.7
1990,102
1991,65.6
1992,59.5
1993,81.5
1994,70.3
1995,106.6
1996,73.8
1997,71.1
1998,66.9
1999,78.6
2000,101.9
2001,58.7
2002,63
2003,94.7
2004,89.8
2005,82.3
2006,161.5
2007,115.1
2008,70.8
2009,87.3
2010,124.6
2012,103.3
2013,124
2014,59
