UF,SP
Cidade,SAO CAETANO DO SUL
Nome Posto,SAO CAETANO DO SUL
Latitude,-23.633333333333333
Longitude,-46.583333333333336
Codigo,2346053
Qtd. Anos,68
Ano,Maxima
1937,65
1938,90
1939,55.6
1940,67
1941,74.5
1942,49.5
1943,56
1944,93
1945,84
1946,72
1947,94
1948,67
1949,72.5
1950,59
1951,54.2
1952,89.5
1953,62
1954,72.5
1955,91
1956,68
1957,83
1958,51
1959,57.5
1960,69.4
1961,60
1962,78.4
1963,96.8
1964,91.5
1965,75
1966,127.8
1967,61.8
1968,71.5
1969,83.5
1970,85.3
1971,111.6
1972,81.3
1973,64.7
1974,61.6
1975,46.5
1976,73.3
1977,90.2
1978,73.8
1979,71.1
1980,80.1
1981,53.6
1982,69.1
1983,109.2
1984,89.6
1985,72.3
1986,72.1
1987,116.5
1988,120.4
1989,55.4
1990,58.4
1991,74.5
1992,116
1993,76
1994,59.3
1995,59.4
1996,101
1997,60.3
1998,64.2
1999,87.9
2000,80
2001,81.6
2002,91
2003,87
2004,82
