UF,SP
Cidade,URUPES
Nome Posto,URUPES
Latitude,-21.183333333333334
Longitude,-49.3
Codigo,2149006
Qtd. Anos,79
Ano,Maxima
1940,41.6
1941,81
1942,133.5
1943,71
1944,56
1945,53.5
1946,112
1947,275
1948,60.2
1949,91
1950,100.5
1951,47.5
1952,42.5
1953,51
1954,74.3
1955,57
1956,100.9
1957,58.3
1958,79.5
1959,60.5
1960,80.9
1961,113.2
1962,80.4
1963,81.5
1964,104.7
1965,80.2
1966,66.1
1967,70.3
1968,67.1
1969,76.5
1970,70.2
1971,85.6
1972,80.8
1973,75.8
1974,100.4
1975,62.7
1976,83.6
1977,84.1
1978,138.5
1979,121.3
1980,76.2
1981,69.9
1982,113
1983,109.5
1984,81.9
1985,101.6
1986,91.7
1987,82.9
1988,74.6
1989,55.9
1990,56.7
1991,56.3
1992,75.9
1993,58.1
1994,48.7
1995,82
1996,104.5
1997,88.6
1998,74
1999,75
2000,73
2001,80.6
2002,98
2003,108.5
2004,85.5
2005,78.5
2006,170.8
2007,85.2
2008,107.3
2009,97.1
2010,52
2011,46.5
2012,69
2013,95.1
2014,62.4
2015,75.6
2016,65.5
2017,68.4
2018,48.7
