UF,SP
Cidade,OURO VERDE
Nome Posto,FAZENDA PAULISTA
Latitude,-21.583333333333332
Longitude,-51.71666666666667
Codigo,2151052
Qtd. Anos,44
Ano,Maxima
1971,78.5
1972,99
1973,73
1974,61
1975,66.6
1976,66
1977,102.2
1978,85
1979,76.6
1980,59.3
1981,91.7
1982,83.9
1983,57.9
1984,118.7
1985,64.3
1986,98.5
1987,70.6
1988,52.3
1989,77.1
1990,88.3
1991,112.5
1992,64.1
1993,87.6
1994,41.7
1995,65.1
1996,49.9
1997,93.1
1998,85.6
1999,76.3
2000,65.2
2001,73.9
2002,68.9
2003,83.8
2004,257.4
2005,73.4
2006,158.7
2007,123.1
2008,54.5
2009,94.1
2010,72.5
2011,55.8
2012,72.2
2013,97
2014,60.9
