UF,SP
Cidade,MORRO AGUDO
Nome Posto,COMPANHIA VALE DO ROSARIO
Latitude,-20.616666666666667
Longitude,-48
Codigo,2048089
Qtd. Anos,46
Ano,Maxima
1967,77.2
1968,45
1969,66
1970,62.5
1971,73.6
1972,48.4
1973,89.4
1974,85.4
1975,68.6
1976,119
1977,80.5
1978,84.5
1979,79.1
1980,108.5
1981,100.5
1982,60.5
1983,80.9
1984,81.5
1985,78.2
1986,56
1987,74.3
1988,85.4
1989,90.4
1990,53.7
1991,97
1992,65.2
1993,104.8
1994,76.9
1995,99.1
1996,79.2
1997,116.5
1998,63.4
1999,90
2000,77
2001,121.3
2002,135.4
2003,77.5
2004,91.4
2005,85.7
2007,103.7
2009,89
2010,29.8
2011,73.3
2012,98.8
2013,55.1
2014,57.7
