UF,SP
Cidade,TABATINGA
Nome Posto,ARARUBA
Latitude,-21.7
Longitude,-48.53333333333333
Codigo,2148121
Qtd. Anos,45
Ano,Maxima
1970,41
1971,65
1972,62.3
1973,72.1
1974,103.4
1975,68.6
1976,91.3
1977,70
1978,82.3
1979,88.2
1980,64.3
1981,120.1
1982,74.9
1983,84.3
1984,62.8
1985,90.2
1986,90
1987,84.3
1988,160.8
1989,70
1990,90
1991,87.7
1992,113.8
1993,88.5
1994,100.2
1995,75.4
1996,59.5
1997,69.8
1998,53.5
1999,105.6
2000,43.9
2001,86.5
2002,94.7
2003,94.2
2004,110.5
2005,60.5
2006,42
2007,63.3
2008,68
2009,72
2010,67
2011,62
2012,57.5
2013,61.5
2014,56.8
