UF,SP
Cidade,SAO CARLOS
Nome Posto,SANTA EUDOXIA
Latitude,-21.783333333333335
Longitude,-47.78333333333333
Codigo,2147031
Qtd. Anos,70
Ano,Maxima
1939,47
1940,90.5
1941,70
1942,129
1943,40.8
1944,49.7
1945,105.2
1946,33.8
1947,74.3
1948,95.4
1949,87.4
1950,56.2
1951,89.5
1952,61.1
1959,72.1
1960,99.7
1961,121
1962,90.2
1963,59.5
1964,83
1965,138.6
1966,182.4
1967,350
1968,182
1969,293.1
1970,114.2
1971,70.6
1972,75.4
1973,56.8
1974,94
1975,79.8
1976,70.6
1977,78.1
1978,90
1979,88
1980,110.2
1981,89.7
1982,88.1
1983,134.1
1984,46.6
1985,64.3
1986,91.8
1987,81.3
1988,79.1
1989,76.2
1990,80
1991,110
1992,66.7
1993,57.5
1994,79.5
1995,84.7
1996,99.9
1997,118.5
1998,88.1
1999,98.3
2000,108.2
2001,77.2
2002,85.3
2003,55.7
2004,135.2
2005,60.8
2006,74.1
2007,96.5
2008,46.2
2009,125
2010,91.9
2011,97.8
2012,71.7
2013,84.9
2014,50.4
