UF,SP
Cidade,PERUIBE
Nome Posto,PERUIBE
Latitude,-24.316666666666666
Longitude,-47
Codigo,2447058
Qtd. Anos,54
Ano,Maxima
1954,108.7
1955,82.4
1957,75.5
1963,35.5
1964,81
1965,160.2
1966,219.3
1967,127.1
1968,105.3
1969,130.1
1970,104.4
1971,121.3
1972,215.7
1973,163.3
1974,107.7
1975,210.2
1976,257.8
1977,74.3
1978,123.7
1979,106.5
1980,366.1
1981,178.2
1982,78.5
1983,261.7
1984,96.7
1985,87
1986,126
1987,71.5
1988,116.8
1989,126.6
1990,97.8
1991,97.3
1992,102.2
1993,200.8
1994,115.9
1995,169.5
1996,204.5
1997,70.3
1998,159.6
1999,97.1
2000,229.4
2001,121.9
2002,94
2003,66.8
2004,192.1
2005,90.5
2006,40.8
2007,90.8
2008,189.4
2009,120
2011,53.3
2012,51.2
2013,42.1
2014,71.2
