UF,SP
Cidade,INDIAPORA
Nome Posto,INDIAPORA
Latitude,-19.983333333333334
Longitude,-50.28333333333333
Codigo,1950002
Qtd. Anos,42
Ano,Maxima
1959,70.6
1960,70.5
1961,80.3
1962,89
1963,60.8
1964,62
1965,64
1966,99
1967,88
1968,64
1969,60
1970,70.2
1971,82
1972,97.2
1973,63
1974,101.2
1975,64.3
1976,65.4
1977,76.8
1978,120
1979,124.6
1980,114.5
1981,114.5
1982,97.8
1983,69.3
1984,70.9
1985,95.6
1986,77.3
1987,70.2
1988,97.9
1989,71.8
1990,94.1
1991,69.7
1992,68
1993,91.3
1994,45.3
1995,94.3
1996,72
1997,79.2
1998,78
1999,76.3
2000,67.9
