UF,SP
Cidade,ADAMANTINA
Nome Posto,ADAMANTINA
Latitude,-21.683333333333334
Longitude,-51.083333333333336
Codigo,2151005
Qtd. Anos,65
Ano,Maxima
1937,45.7
1938,77.8
1939,56.9
1940,66.2
1941,90.5
1942,97.3
1956,86.2
1957,50
1958,89
1959,88.5
1960,81.7
1961,56.3
1962,60
1963,145
1964,84.6
1965,95.6
1966,62.3
1967,80.2
1968,51.3
1969,92
1970,55.6
1971,62.3
1972,73
1973,77.7
1974,154.9
1975,48.5
1976,97.5
1977,136.6
1978,54.8
1979,75.3
1980,60.9
1981,59.3
1982,76
1983,70.6
1984,72.8
1985,43.2
1986,103.9
1987,82.9
1988,107.2
1989,78
1990,85.1
1991,105.7
1992,83.4
1993,84.9
1994,116.8
1995,99
1996,75.7
1997,73.8
1998,56.4
1999,59.7
2000,71.2
2001,62.7
2002,72.2
2003,51.2
2004,67.2
2005,75.2
2006,88.4
2007,58.2
2008,57.2
2009,155.2
2010,80.4
2011,56.2
2012,80.2
2013,112.9
2014,87.4
