UF,SP
Cidade,SAO PAULO
Nome Posto,INSTITUTO BIOLOGICO
Latitude,-23.583333333333332
Longitude,-46.65
Codigo,2346050
Qtd. Anos,57
Ano,Maxima
1943,104.7
1944,67
1945,70
1946,40.5
1947,78.5
1948,53.9
1949,120.6
1950,44
1951,94.9
1952,113.2
1953,72.5
1954,47.6
1955,58
1956,65.1
1957,63.5
1958,70.8
1959,89.9
1960,133.7
1961,66.3
1966,55.3
1967,68.4
1968,77.8
1969,80.2
1970,75.2
1971,54.1
1972,110
1973,65.5
1974,60.6
1975,54.5
1976,76.8
1977,58.9
1978,69.7
1979,43.2
1980,77.1
1981,77.5
1982,94.2
1983,130.5
1984,68.1
1985,56.1
1986,74.7
1987,95.2
1988,76.2
1989,52.3
1990,69.2
1991,84.5
1992,75.6
1993,75.6
1994,63.9
1995,92.5
1996,80.5
1997,54.6
1998,87.3
1999,78.2
2000,104
2001,88.2
2002,80.5
2003,56.4
