UF,SP
Cidade,PARAISO
Nome Posto,PARAISO
Latitude,-21.016666666666666
Longitude,-48.766666666666666
Codigo,2148002
Qtd. Anos,39
Ano,Maxima
1962,58.4
1963,41.2
1964,114.4
1965,95.2
1966,61.9
1967,99.2
1968,92.7
1969,65.7
1970,69.6
1971,127.2
1972,104.1
1973,64.6
1974,86.1
1975,125
1976,70
1977,64.3
1978,87.5
1979,93.3
1980,66
1981,46.6
1982,66
1983,104
1984,61.5
1985,79
1986,92.3
1987,85.4
1988,77.8
1989,104
1990,67.5
1991,77.4
1992,75.7
1993,73.4
1994,46.8
1995,66.8
1996,46.7
1997,74.2
1998,69.4
1999,80
2000,59.4
