UF,SP
Cidade,JARINU
Nome Posto,FAZENDA PRIMAVERA
Latitude,-23
Longitude,-46.71666666666667
Codigo,2346329
Qtd. Anos,66
Ano,Maxima
1953,52
1954,75
1955,77
1956,98
1957,112
1958,95.5
1959,88
1960,73
1961,66
1962,86
1963,70.5
1964,65
1965,53
1966,58.7
1967,54.5
1968,79.4
1969,62
1970,177
1971,74.3
1972,126.4
1973,64.2
1974,51.4
1975,94.3
1976,71.2
1977,62.9
1978,85.2
1979,81.7
1980,65.5
1981,83.1
1982,107.8
1983,89.9
1984,48.8
1985,75.8
1986,94.4
1987,98.9
1988,78.5
1989,66.1
1990,52.2
1991,81.9
1992,82.7
1993,75.1
1994,79.6
1995,42
1996,69
1997,78.9
1998,59
1999,85.8
2000,79.1
2001,95.8
2002,80.9
2003,162.8
2004,88
2005,133.8
2006,83.9
2007,62.5
2008,65.7
2009,78.7
2010,72.8
2011,137.8
2012,71.6
2013,56.2
2014,72.2
2015,72.4
2016,82.7
2017,42.6
2018,42.5
