UF,SP
Cidade,BARBOSA
Nome Posto,USINA AVANHANDAVA (CPFL)
Latitude,-21.266666666666666
Longitude,-49.93333333333333
Codigo,2149007
Qtd. Anos,80
Ano,Maxima
1931,47.7
1932,65.4
1936,37
1937,108.6
1938,70
1939,65.5
1940,65
1941,70.6
1942,43
1943,58
1944,50
1945,77
1946,56
1947,106
1948,77.4
1949,90
1950,78.7
1951,68.5
1952,74.9
1953,78.2
1954,87.7
1955,78.2
1956,111.7
1957,117.2
1958,79.3
1959,81.4
1960,65.5
1961,126.5
1962,58
1963,113.8
1964,50
1965,89
1966,104.9
1967,121.7
1968,68.1
1969,94.5
1970,85.6
1971,64.7
1972,70.7
1973,43.2
1974,109
1975,88.9
1976,76
1977,212.5
1978,70
1979,57.5
1980,49.4
1981,73.4
1982,130
1983,116.7
1984,128
1985,59.9
1986,58.5
1987,60.8
1988,63.9
1989,107.4
1990,72.4
1991,89.3
1992,168.4
1993,80.6
1994,72.4
1995,48.7
1996,76.1
1997,93.5
1998,106.3
1999,98
2000,54.2
2001,96.8
2002,72.7
2003,64.9
2004,58.6
2005,120
2006,92.5
2007,84.4
2009,128.5
2010,97.2
2011,90
2012,94.3
2013,194.3
2014,49.7
