UF,SP
Cidade,CERQUEIRA CESAR
Nome Posto,CERQUEIRA CESAR
Latitude,-23.033333333333335
Longitude,-49.166666666666664
Codigo,2349002
Qtd. Anos,63
Ano,Maxima
1951,41.3
1952,51
1953,56.4
1955,101.1
1956,93
1957,55.9
1958,74
1959,38.9
1960,96.9
1961,40.1
1962,69
1963,44
1964,78
1965,90.5
1966,80.2
1967,51
1968,52
1969,45
1970,60.5
1971,76.5
1972,176.8
1973,51.6
1974,60.4
1975,62.5
1976,119
1977,88.2
1978,82
1979,59.6
1980,77.9
1981,67
1982,73.7
1983,84.8
1984,83.3
1985,79.3
1986,91
1987,76.6
1988,73.3
1989,108.1
1990,74.8
1991,76.8
1992,78.6
1993,74.9
1994,144.3
1995,87.3
1996,119.9
1997,122.5
1998,96.7
1999,88.8
2000,56.6
2001,66
2002,130.5
2003,100
2004,74.1
2005,102
2006,63.1
2007,100
2008,75.6
2009,230
2010,84.1
2011,94
2012,143.1
2013,74.5
2014,81.5
