UF,SP
Cidade,MIRANDOPOLIS
Nome Posto,GRANJA YUBA
Latitude,-21.016666666666666
Longitude,-51.1
Codigo,2151053
Qtd. Anos,60
Ano,Maxima
1958,104.2
1959,126.7
1960,90.3
1961,53.8
1962,63.8
1963,60.2
1965,45.3
1966,113.4
1967,96.9
1968,61.2
1969,47
1970,67
1971,90
1972,52.5
1973,138
1974,52.6
1975,79.6
1976,80.7
1977,89.1
1978,70.6
1979,56.1
1980,68.8
1981,85.9
1982,52.2
1983,80.4
1984,85.2
1985,65.6
1986,74.1
1987,63.2
1988,108.8
1989,78
1990,98.7
1991,71.3
1992,109.3
1993,69.4
1994,74
1995,110.7
1996,88.4
1997,92.8
1998,78.7
1999,79.1
2000,54.8
2001,66
2002,60.4
2003,77.7
2004,67
2005,85
2006,72.4
2007,89.1
2008,82.4
2009,96.2
2010,107
2011,70.8
2012,136
2013,61.5
2014,86.6
2015,112
2016,78.5
2017,75.5
2018,81.3
