UF,SP
Cidade,CANANEIA
Nome Posto,ITACURUCA
Latitude,-25.1
Longitude,-47.916666666666664
Codigo,2547001
Qtd. Anos,38
Ano,Maxima
1959,930
1960,139
1961,135
1962,115.5
1963,292.5
1964,100
1965,198
1966,265.1
1967,118.8
1968,91.7
1969,201.5
1970,130.9
1971,71.8
1972,250.8
1973,263.1
1974,88.4
1975,206.7
1976,217.8
1977,113.5
1978,86.4
1979,186.3
1980,206.7
1981,240.1
1982,113.4
1983,143.4
1984,164.3
1985,139.9
1986,141.3
1987,104
1988,113.2
1989,99.8
1990,98.6
1991,84.6
1992,80.7
1993,98.7
1994,174
1995,262.9
1996,177.1
