UF,SP
Cidade,MOGI DAS CRUZES
Nome Posto,CAPIXINGA
Latitude,-23.566666666666666
Longitude,-46.1
Codigo,2346048
Qtd. Anos,50
Ano,Maxima
1958,100.6
1959,69.6
1960,48.9
1961,66.5
1962,58.7
1963,59.9
1964,47.8
1965,98.1
1966,169.1
1967,73
1968,56
1970,71.5
1971,47.8
1972,61
1973,68.3
1974,56.9
1975,70.1
1976,109.7
1977,132.8
1978,72
1979,63.9
1980,94.5
1981,77.2
1982,67.3
1983,60.8
1984,54.5
1985,38.7
1986,79.8
1987,78.6
1988,46.7
1989,49.2
1990,37.5
1991,63.2
1992,77.5
1993,66.5
1994,53.5
1995,59.3
1996,83.7
1997,76.7
1998,27.5
2002,40.9
2003,56.9
2004,85.1
2005,90.1
2006,59.6
2007,69
2008,63.1
2009,150.5
2010,73.4
2011,94.6
