UF,SP
Cidade,PEREIRA BARRETO
Nome Posto,LUSSANVIRA
Latitude,-20.733333333333334
Longitude,-51.13333333333333
Codigo,2051007
Qtd. Anos,76
Ano,Maxima
1937,79
1938,18.1
1940,74
1942,71.6
1943,90.2
1944,96
1945,52
1946,82
1947,56
1948,113
1949,96
1950,130.8
1951,82.5
1952,94.2
1953,113
1954,46.4
1955,69
1956,78.3
1957,47.9
1958,102.3
1959,70.1
1960,78.5
1961,52.5
1962,89.5
1963,83.7
1964,62.8
1965,53.2
1966,76
1967,54
1968,76.4
1969,96.1
1970,42
1971,67.2
1972,83.5
1973,68.2
1974,77.4
1975,99.1
1976,103.4
1977,68.1
1978,69.8
1979,118.1
1980,75.5
1981,81.4
1982,46.7
1983,77.3
1984,74.6
1985,86.5
1986,59
1987,65.6
1988,59.8
1989,110
1990,69
1991,70
1992,74
1993,63.3
1994,93.7
1995,61.1
1996,81.3
1997,146.9
1998,65.6
1999,82.3
2000,60.2
2001,57.5
2002,93.8
2003,65.8
2004,116.5
2005,72.1
2006,94.1
2007,74.6
2008,71.5
2009,98.1
2010,88.2
2011,71
2012,104.9
2013,49.5
2014,68
