UF,SP
Cidade,MONTE MOR
Nome Posto,MONTE MOR
Latitude,-22.959722222222222
Longitude,-47.296388888888885
Codigo,2247058
Qtd. Anos,67
Ano,Maxima
1953,55.4
1954,61.6
1955,86.4
1956,55
1957,69.4
1958,92
1959,56.4
1960,114.2
1961,81.2
1962,52
1963,80
1964,72
1965,90
1966,90
1967,56
1968,55
1969,53.2
1970,130.2
1971,58.2
1972,52
1973,57
1974,61.4
1975,109
1976,84.4
1977,78.6
1978,98.2
1979,75
1980,62
1981,138.4
1982,115
1983,57.5
1984,78.5
1985,77.9
1986,94.4
1987,69.9
1988,72.4
1989,777.7
1990,56.9
1991,101.3
1992,160
1993,74.6
1994,57.3
1995,62.6
1996,71.3
1997,55.8
1998,70
1999,93.5
2000,47.8
2001,89.2
2002,77.4
2003,82.9
2004,78.1
2005,138.5
2006,133.7
2007,42.1
2008,74.2
2009,72.4
2010,56.4
2011,94.4
2012,124.9
2013,98.2
2014,81.2
2015,97.1
2016,58.5
2017,70.5
2018,58.1
2019,74.7
