UF,SP
Cidade,SAO JOAQUIM DA BARRA
Nome Posto,SAO JOAQUIM DA BARRA
Latitude,-20.584999999999997
Longitude,-47.89138888888889
Codigo,2047019
Qtd. Anos,61
Ano,Maxima
1958,40
1959,72
1960,56
1961,115
1962,72.6
1963,70.4
1966,120.2
1967,78.2
1968,69.4
1969,48
1970,65.8
1971,85.6
1972,46
1973,64.8
1974,58.2
1975,98.8
1976,68.8
1977,83.6
1978,75
1979,65.2
1980,79.2
1981,102.2
1982,88.8
1983,90.8
1984,100.8
1985,98.4
1986,56.8
1987,108.6
1988,63.3
1989,119
1990,88.8
1991,81
1992,106
1993,59.7
1994,91.3
1995,90
1996,82.1
1997,63.9
1998,58.8
1999,99.5
2000,90
2001,86.2
2002,63.8
2003,89
2004,101.7
2005,103
2006,83.9
2007,157
2008,78.5
2009,89.3
2010,80
2011,79.9
2012,80.6
2013,70
2014,78.8
2015,65.2
2016,85.8
2017,73.3
2018,123
2019,80.4
2020,54.1
