UF,SP
Cidade,GUARIBA
Nome Posto,GUARIBA
Latitude,-21.35
Longitude,-48.2
Codigo,2148021
Qtd. Anos,45
Ano,Maxima
1970,44.5
1971,74.3
1972,72
1973,99.5
1974,74.7
1975,71.9
1976,55.3
1977,89.2
1978,76.9
1979,102.3
1980,79
1981,70
1982,83.1
1983,101.8
1984,90.5
1985,90.2
1986,123.8
1987,69.6
1988,84.2
1989,77.1
1990,60.3
1991,100.7
1992,75.7
1993,56.8
1994,74.3
1995,115
1996,72
1997,100.5
1998,97.3
1999,105.2
2000,111
2001,53.3
2002,87.6
2003,60.3
2004,99.7
2005,68
2006,110
2007,82.2
2008,81.5
2009,96
2010,124
2011,90
2012,92
2013,85.7
2014,60
