UF,SP
Cidade,AREALVA
Nome Posto,JACUBA
Latitude,-22.05
Longitude,-49.03333333333333
Codigo,2249002
Qtd. Anos,48
Ano,Maxima
1970,56
1971,94.5
1972,72.8
1973,52
1974,358.4
1975,113.9
1976,87
1977,194
1978,67.3
1979,85.4
1980,67.2
1981,67
1982,95.5
1983,66.3
1984,74.5
1985,58.7
1986,54.3
1987,59.5
1988,79
1989,87.6
1990,89.2
1991,57.8
1992,61.2
1993,62.4
1994,55.3
1995,83
1996,95.1
1997,67.2
1998,57.9
1999,111.1
2000,92
2001,66
2002,83.1
2003,77.5
2004,72
2006,58.8
2007,79.8
2008,76.1
2009,63.8
2010,64.8
2011,88.5
2012,61
2013,48
2014,82
2015,57.2
2016,92.6
2017,113.5
2018,87.2
