UF,SP
Cidade,TANABI
Nome Posto,IBIPORANGA
Latitude,-20.483333333333334
Longitude,-49.56666666666667
Codigo,2049009
Qtd. Anos,57
Ano,Maxima
1958,49.6
1959,81
1960,100.2
1961,75
1962,59
1963,42
1964,87
1965,108
1966,169
1967,66.6
1968,64
1969,66.5
1970,68
1971,90.9
1972,61.8
1973,67.4
1974,100.2
1975,146.3
1976,75.6
1977,90.4
1978,117.6
1979,76.2
1980,100.9
1981,58.3
1982,55.3
1983,108.6
1984,65.2
1985,100
1986,111.4
1987,55.9
1988,60
1989,110.9
1990,50.2
1991,68.9
1992,102.5
1993,80.4
1994,149.3
1995,69.2
1996,80.5
1997,85.6
1998,83.3
1999,139.2
2000,100.5
2001,62.5
2002,99.5
2003,110
2004,133.6
2005,59.5
2006,68.4
2007,65.5
2008,120
2009,78.4
2010,62
2011,131.3
2012,143.4
2013,116.3
2014,92
