UF,SP
Cidade,CAJURU
Nome Posto,LAJE
Latitude,-21.216666666666665
Longitude,-47.3
Codigo,2147071
Qtd. Anos,46
Ano,Maxima
1971,66.7
1972,150.8
1973,68
1974,97.3
1975,65.5
1976,66.8
1977,55.4
1978,116.1
1979,57.7
1980,95.6
1981,150
1982,76.2
1983,100
1984,63.7
1985,67.6
1986,126.7
1987,107
1988,93
1989,89.8
1990,55.6
1991,79.8
1992,130.6
1993,75.7
1994,63.1
1995,90.7
1996,80.5
1997,72.4
1998,68.3
1999,89.6
2000,107.1
2001,61.1
2002,98.9
2003,76.4
2004,132.5
2005,100.1
2006,72.2
2007,54
2008,88.2
2009,61.5
2010,41.3
2011,70
2012,60.6
2013,96
2015,70
2016,46.1
2017,64.7
