UF,SP
Cidade,ITABERA
Nome Posto,ITABERA
Latitude,-23.866666666666667
Longitude,-49.13333333333333
Codigo,2349026
Qtd. Anos,61
Ano,Maxima
1939,54.7
1940,42.5
1941,91.7
1942,75.3
1943,73.4
1944,74
1945,59
1946,52
1947,60
1948,50.1
1949,33.4
1950,75.1
1951,62.8
1952,56.3
1953,65.9
1954,132.4
1955,66.7
1956,136.6
1957,64.1
1958,66.1
1959,50
1960,61.7
1961,93.9
1962,48
1963,40
1964,113.6
1965,80
1966,100.5
1967,45.5
1968,45
1969,100.2
1970,76.8
1971,57.2
1972,87.4
1973,71.8
1974,61.2
1975,83.2
1976,60.4
1977,64.7
1978,131.2
1979,70
1980,37.5
1981,56.3
1982,65.3
1983,68.7
1984,99.6
1985,97.7
1986,42.7
1987,73.2
1988,63.2
1989,91.4
1990,73.2
1991,70.9
1992,74.6
1993,65.3
1994,78.3
1995,73.2
1996,51.2
1997,72.3
1998,39.7
1999,53.4
