UF,SP
Cidade,ARACATUBA
Nome Posto,DESTIVALE
Latitude,-21.05
Longitude,-50.46666666666667
Codigo,2150001
Qtd. Anos,61
Ano,Maxima
1939,94.7
1940,60.6
1941,42
1957,72.5
1958,111
1959,70.2
1960,109
1961,72.5
1962,63.3
1963,61.5
1964,77.7
1965,68.6
1966,81.2
1967,77.5
1968,150.2
1969,34.4
1970,68.4
1971,55.3
1972,225.4
1973,133.4
1974,73.2
1975,101.6
1976,98.3
1977,90.3
1978,72.5
1979,94.5
1980,85.3
1981,69.1
1982,107.3
1983,110.7
1984,79.3
1985,68.9
1986,69.5
1987,80.8
1988,98.6
1989,92.5
1990,92.2
1991,74
1992,94.4
1993,95
1994,69.6
1995,74.5
1996,79.2
1997,75
1998,137.4
1999,112.7
2000,113.9
2001,66
2002,77.2
2003,56.7
2004,113.7
2005,53.1
2006,92.5
2007,98.4
2008,101.7
2009,61.3
2010,96.1
2011,87.1
2012,101.5
2013,88.3
2014,68
