UF,SP
Cidade,LUIS ANTONIO
Nome Posto,LUIZ ANTONIO
Latitude,-21.583333333333332
Longitude,-47.7
Codigo,2147027
Qtd. Anos,45
Ano,Maxima
1970,40.7
1971,68
1972,95.6
1973,57.1
1974,86.2
1975,73.6
1976,72.2
1977,81.5
1978,71.2
1979,59.4
1980,118.3
1981,117.3
1982,132.5
1983,77.6
1984,92.7
1985,105.7
1986,92.1
1987,77.2
1988,108.2
1989,61.9
1990,41.2
1991,124.9
1992,72.3
1993,61.6
1994,76.4
1995,154.5
1996,136
1997,100
1998,99.3
1999,52.6
2000,119.7
2001,109.2
2002,66.9
2003,81
2004,100
2005,86.3
2006,60
2007,112.5
2008,86.9
2009,86.8
2010,38.8
2011,54
2012,69.1
2013,96.5
2014,51.8
