UF,SP
Cidade,IBIUNA
Nome Posto,MATO DO GADO
Latitude,-23.716666666666665
Longitude,-47.11666666666667
Codigo,2347146
Qtd. Anos,43
Ano,Maxima
1972,71
1973,73.2
1974,97
1975,46.2
1976,77.3
1977,68
1978,83.5
1979,51.9
1980,59.7
1981,21.6
1982,96.3
1983,82.4
1984,56.8
1985,56.8
1986,58.4
1987,77.6
1988,94.4
1989,66.3
1990,49.1
1991,64.7
1992,56.9
1993,66.4
1994,54.4
1995,54.3
1996,50.4
1997,64.8
1998,72.1
1999,54.6
2000,59.4
2001,104.9
2002,68.4
2003,69.9
2004,79.4
2005,115.1
2006,89.8
2007,63.7
2008,45.6
2009,111.2
2010,47.6
2011,64.3
2012,64.3
2013,110.2
2014,51.3
