UF,SP
Cidade,APARECIDA
Nome Posto,APARECIDA
Latitude,-22.816666666666666
Longitude,-45.233333333333334
Codigo,2245041
Qtd. Anos,57
Ano,Maxima
1940,17.2
1942,66.2
1943,69
1944,60.5
1945,90.1
1946,70.2
1947,59.5
1948,128.7
1949,51.4
1950,55.3
1951,41.5
1952,35.8
1953,48.8
1954,45.5
1955,63.8
1956,73.1
1957,30.7
1958,75.2
1959,79.3
1960,55.8
1961,57.3
1962,57.3
1963,61
1964,56.8
1965,78.3
1966,87.5
1967,71.2
1968,105.5
1969,65.7
1970,86.9
1971,67.4
1972,95.5
1973,75.4
1974,65.6
1975,106
1976,70.5
1977,62.5
1978,89.9
1979,56.2
1980,57.8
1981,60.6
1982,99.5
1983,58.9
1984,40
1985,65
1986,91.7
1987,70
1988,168.4
1989,59.3
1990,68.7
1991,96.7
1992,82.8
1993,51.7
1994,62.5
1995,99.8
1996,36.1
1997,34.7
