UF,SP
Cidade,SARUTAIA
Nome Posto,SARUTAIA (US. BOA VISTA - CLFSC)
Latitude,-23.233333333333334
Longitude,-49.46666666666667
Codigo,2349011
Qtd. Anos,77
Ano,Maxima
1938,50.6
1939,121.5
1940,63.3
1941,58.1
1942,45.3
1943,66.4
1944,40.4
1945,88.4
1946,66.3
1947,71.4
1948,74.5
1949,47.1
1950,56
1951,50.8
1952,90.7
1953,90.3
1954,44.1
1955,81.3
1956,75.1
1957,82.1
1958,73.4
1959,70.5
1960,80.5
1961,60.6
1962,65.4
1963,60.3
1964,82.4
1965,60.7
1966,84
1967,63.8
1968,52.3
1969,66.6
1970,57.8
1971,75.5
1972,57.3
1973,81.4
1974,95.5
1975,89.9
1976,100
1977,76.2
1978,85
1979,91.8
1980,126.5
1981,65.7
1982,78.1
1983,85.2
1984,65.5
1985,66.1
1986,123.6
1987,115.8
1988,67.5
1989,98.1
1990,85.3
1991,75.6
1992,78.3
1993,95.9
1994,118.9
1995,67.4
1996,73.3
1997,94.8
1998,105.5
1999,65
2000,73.6
2001,80.2
2002,85.4
2003,100.7
2004,107.6
2005,93.1
2006,89.9
2007,95.5
2008,65.8
2009,70
2010,62.1
2011,85.4
2012,69
2013,85.2
2014,62.9
