UF,SP
Cidade,ORIENTE
Nome Posto,ORIENTE
Latitude,-22.15
Longitude,-50.083333333333336
Codigo,2250007
Qtd. Anos,63
Ano,Maxima
1938,38.7
1939,97.6
1940,72.2
1941,82.8
1942,112.3
1943,74.3
1944,62.3
1945,53.5
1946,48.7
1947,88.4
1948,65
1949,55
1950,88.3
1951,67.4
1952,90.7
1953,70.2
1954,67
1955,116.4
1956,81.5
1957,60.4
1958,130
1959,70.2
1960,50.8
1961,58.1
1962,99.5
1963,57.2
1964,75
1965,115
1966,115
1967,87
1968,120.6
1969,52
1970,109.5
1971,91
1972,146.1
1973,54
1974,57.7
1975,87.8
1976,77.2
1977,134
1978,82.4
1979,78.3
1980,75.4
1981,83.9
1982,70.5
1983,75.5
1984,83.5
1985,106.3
1986,95.5
1987,107
1988,128
1989,85.5
1990,74
1991,98
1992,72.5
1993,141
1994,73.2
1995,111
1996,62
1997,83.5
1998,56.5
1999,55.5
2000,97
