UF,SP
Cidade,MAIRIPORA
Nome Posto,MAIRIPORA
Latitude,-23.316666666666666
Longitude,-46.583333333333336
Codigo,2346020
Qtd. Anos,61
Ano,Maxima
1937,63.8
1938,60
1939,73.8
1940,85.5
1941,74.2
1942,78.3
1943,51.3
1944,80.9
1945,68.9
1946,59.9
1947,62.4
1948,42.4
1949,81.1
1950,66.2
1951,80.4
1952,59.8
1953,90.4
1954,58.4
1955,93.4
1956,42.5
1957,56.6
1958,88.4
1959,79.2
1960,82.8
1961,73.2
1962,67.6
1963,55.6
1964,50.4
1965,69.2
1966,75.3
1967,66.2
1968,126.8
1969,36.7
1970,102.4
1971,69.4
1972,55.4
1973,76.4
1974,63.6
1975,69.4
1976,71.4
1977,93.4
1978,69.2
1979,51.2
1980,57.7
1981,51.2
1982,101.8
1983,78.8
1984,65.4
1985,69.7
1986,72.6
1987,176.4
1988,95.2
1989,64.4
1990,38.8
1991,102.8
1992,73.8
1993,54.6
1994,75.4
1995,82.6
1996,73.8
1997,69
