UF,SP
Cidade,GUARA
Nome Posto,GUARA
Latitude,-20.416666666666668
Longitude,-47.81666666666667
Codigo,2047068
Qtd. Anos,64
Ano,Maxima
1943,57
1944,56.6
1945,70.6
1946,69.1
1947,92.3
1948,70.7
1949,64.7
1950,160.8
1951,100
1952,65
1953,64
1954,60.3
1955,90.9
1956,75
1957,64
1958,77.5
1959,163
1960,95
1961,123.5
1962,47.5
1963,63.7
1964,68.1
1965,79.7
1966,140.3
1967,68.8
1968,68.5
1969,67.9
1970,50.3
1971,61.2
1972,55.1
1973,83.1
1974,76.8
1975,77
1976,74.1
1977,127.6
1978,147.2
1979,94
1980,103.5
1981,126.2
1982,123.9
1983,66.1
1984,80.7
1985,84.7
1986,88.7
1987,80
1988,80
1989,73.1
1991,70
1992,63.4
1993,75.7
1994,99.6
1995,148
1996,93.3
1997,130
1998,83
1999,149.3
2000,86.9
2001,63.3
2003,51
2010,94.1
2011,29.4
2012,53
2013,85
2014,46.9
