UF,SP
Cidade,IPORANGA
Nome Posto,IPORANGA
Latitude,-24.585555555555555
Longitude,-48.594722222222224
Codigo,2448017
Qtd. Anos,77
Ano,Maxima
1943,20.2
1944,53
1945,75
1946,97
1947,65.3
1948,82
1949,60
1950,105
1951,50
1952,113
1953,73
1954,73.3
1955,47
1956,77.2
1957,140.4
1958,67.8
1959,68
1960,91.8
1961,90.4
1962,41.5
1963,82.4
1964,81.2
1965,44.2
1966,36.2
1967,41.5
1968,64.3
1969,86
1970,54.6
1971,58.8
1972,76.8
1973,82
1974,81
1975,48
1976,54
1977,100
1978,70.5
1979,20
1980,30.1
1982,70.9
1983,85.3
1984,66.9
1985,40.5
1986,61.7
1987,63.3
1988,53.1
1989,68.3
1990,72.4
1991,58.7
1992,104
1993,79.9
1994,62.8
1995,73.5
1996,71.6
1997,116.2
1998,104.6
1999,83.5
2000,87
2001,79.1
2002,136.5
2003,86
2004,59.3
2005,78.5
2006,56.1
2007,81.3
2008,64.2
2009,404
2010,389
2011,77.5
2012,72.1
2013,52.2
2014,77.2
2015,58.1
2016,206.7
2017,75.7
2018,59.5
2019,75.1
2020,87.4
