UF,SP
Cidade,ITIRAPINA
Nome Posto,FAZENDA PEQUENA HOLANDA
Latitude,-22.18
Longitude,-47.78472222222222
Codigo,2247198
Qtd. Anos,43
Ano,Maxima
1978,55.4
1979,73.2
1980,92.2
1981,98.7
1982,77.2
1983,91.9
1984,79
1985,74
1986,78.9
1987,82.9
1988,76.9
1989,63.6
1990,78.2
1991,72.3
1992,85.7
1993,41.7
1994,97.4
1995,150.8
1996,73.2
1997,35.5
1998,49.6
1999,153.4
2000,68.7
2001,86.8
2002,90.5
2003,96.1
2004,92.2
2005,113
2006,56.3
2007,65.3
2008,202
2009,113
2010,98
2011,76.4
2012,75.7
2013,89
2014,53
2015,85
2016,117
2017,54.4
2018,55
2019,68.5
2020,92
