UF,SP
Cidade,REGISTRO
Nome Posto,SERROTE
Latitude,-24.4
Longitude,-47.75
Codigo,2447021
Qtd. Anos,41
Ano,Maxima
1959,51.9
1960,69.2
1961,91.1
1962,104.4
1963,73.6
1964,57.8
1965,89.5
1966,76.6
1967,98.6
1968,69
1969,134.6
1970,60.2
1971,84.5
1972,92.1
1973,75.9
1974,87
1975,77
1976,128.4
1977,158.4
1978,77.8
1979,109.7
1980,95.6
1981,93.8
1982,64.2
1983,200
1984,235
1985,91.3
1986,98.5
1987,75.6
1988,75.2
1989,140.5
1990,56.9
1991,79
1992,86.5
1993,84
1994,74.5
1995,116.8
1996,125.5
1997,76.1
1998,110
1999,16.3
