UF,SP
Cidade,PORTO FERREIRA
Nome Posto,UHE MARIMBONDO PORTO FERREIRA
Latitude,-21.84611111111111
Longitude,-47.47416666666667
Codigo,2147034
Qtd. Anos,51
Ano,Maxima
1966,85.4
1967,42.2
1968,53
1969,86.4
1970,73.8
1971,60
1972,68.2
1973,73.8
1974,100.2
1975,69
1976,68
1977,111.4
1978,70
1979,90.2
1980,101.2
1981,82.2
1982,87
1983,100.2
1984,55
1985,80
1986,91.6
1987,80
1988,75.4
1989,88
1990,62.4
1991,73.4
1992,67.2
1993,91.8
1994,103.6
1995,117.2
1996,81.8
1997,53.5
1998,88.6
1999,87.7
2000,132.4
2001,83
2002,95
2003,65.1
2004,80
2005,85
2006,77
2007,104.2
2008,51.6
2009,87.3
2010,64.4
2011,105.4
2012,54.5
2013,77.3
2014,53.2
2015,30
2016,46.6
