UF,SP
Cidade,QUELUZ
Nome Posto,QUELUZ
Latitude,-22.540555555555557
Longitude,-44.77361111111111
Codigo,2244001
Qtd. Anos,73
Ano,Maxima
1943,66
1944,63.6
1945,67
1946,88
1947,93
1948,50
1949,57
1950,71
1951,55
1952,123
1953,54
1954,67.2
1955,47.8
1956,63.6
1957,74.2
1958,160
1959,75.8
1960,72.4
1961,78
1962,65.8
1963,55
1964,62.2
1965,72.4
1966,95
1967,77.2
1968,82.6
1969,58.8
1970,77.6
1971,125.4
1972,61
1973,81.2
1974,78.2
1975,102.2
1976,77.2
1977,100
1978,77
1979,133.6
1980,54.2
1981,69.1
1982,59
1983,75.4
1984,115
1985,106.6
1986,105.4
1987,75.5
1988,79.2
1989,99.5
1990,60.3
1991,138
1992,149.7
1993,65.6
1994,92.6
1995,73.6
2000,90.5
2001,99
2003,61.8
2004,69.3
2005,104.8
2006,83
2007,68.5
2008,113.9
2009,66.9
2010,98
2011,91.8
2012,62
2013,68
2014,71
2015,46.9
2016,65.4
2017,89.6
2018,68.4
2019,63
2020,61
