UF,SP
Cidade,GUAIRA
Nome Posto,FAZENDA SAO DOMINGOS
Latitude,-20.210555555555555
Longitude,-48.29
Codigo,2048004
Qtd. Anos,54
Ano,Maxima
1966,110
1967,74
1968,69
1969,71
1970,92.6
1971,68.1
1972,74.2
1973,86.4
1974,85.5
1975,109.4
1976,67.9
1977,35.7
1978,75.6
1979,90
1980,84
1981,65
1982,90.3
1983,104
1984,95
1985,60.7
1986,56.4
1987,82
1988,61
1989,129
1990,61
1991,130
1992,88
1993,108.5
1994,86
1995,112
1996,90
1997,159
1998,77.8
1999,63
2000,84
2001,73
2002,119
2003,116.5
2004,56
2005,102
2006,67
2007,67.5
2008,94.1
2009,116.5
2010,45
2011,85.9
2012,70
2013,103.6
2014,68.4
2015,56.5
2016,93.9
2017,92.1
2018,67.2
2019,84.7
