UF,SP
Cidade,BARAO DE ANTONINA
Nome Posto,BARAO DE ANTONINA
Latitude,-23.633333333333333
Longitude,-49.55
Codigo,2349019
Qtd. Anos,62
Ano,Maxima
1937,8.3
1938,85.5
1940,113.4
1941,73.4
1942,105.8
1943,63.9
1944,63.3
1945,84.7
1946,98.3
1947,60.4
1948,59
1949,80.2
1950,63.5
1951,81.2
1952,75
1953,89.2
1954,156.7
1955,60.1
1956,151.5
1958,62.2
1959,62.5
1960,54.9
1961,73.5
1962,47.3
1963,50.8
1964,97.3
1965,65.1
1966,61.4
1967,55.2
1968,78.8
1969,59
1970,70.7
1971,46.7
1972,104.5
1973,80.1
1974,80.5
1975,90.3
1976,63.5
1977,95.3
1978,104.7
1979,56.1
1980,90.3
1981,72.5
1982,88.8
1983,108.3
1984,88.1
1985,77.1
1986,116.4
1987,50.3
1988,61.3
1989,101.3
1990,72.4
1991,100.1
1992,86.1
1993,80.1
1994,114.2
1995,90.5
1996,60
1997,122.8
1998,67.1
1999,64
2000,68.2
