UF,SP
Cidade,SANTA FE DO SUL
Nome Posto,SANTA FE DO SUL
Latitude,-20.216666666666665
Longitude,-50.916666666666664
Codigo,2050023
Qtd. Anos,50
Ano,Maxima
1951,66.6
1952,73.8
1953,66
1954,88.5
1955,57
1956,45
1957,52
1958,80
1959,92
1960,67
1961,60.4
1962,60
1963,50
1964,50.2
1965,90
1966,68
1967,99
1968,56
1969,68
1970,101.1
1971,92
1972,80.3
1973,67
1974,80.2
1975,89
1976,91.3
1977,130.3
1978,95.4
1979,72.7
1980,76.8
1981,70.7
1982,66
1983,94
1984,70.6
1985,108.6
1986,78.1
1987,65.7
1988,98.7
1989,71
1990,56.3
1991,119
1992,80.4
1993,69.5
1994,55.2
1995,79.3
1996,94.4
1997,88.3
1998,83.3
1999,67.5
2000,140
