UF,SP
Cidade,SANTA CRUZ DO RIO PARDO
Nome Posto,SODRELIA
Latitude,-22.95
Longitude,-49.53333333333333
Codigo,2249033
Qtd. Anos,59
Ano,Maxima
1937,45.5
1938,89
1939,89.8
1941,115.1
1942,67.1
1943,59.4
1944,86.6
1945,78.4
1946,91.1
1949,34.5
1951,67.5
1952,99
1953,96.4
1954,79.1
1956,85.7
1957,78.8
1958,56.5
1959,52
1960,65.1
1961,71.1
1962,59.5
1963,62.7
1964,67
1965,66
1966,99
1967,55.5
1968,47.6
1969,61.2
1970,99.1
1971,75.7
1972,118
1973,56.1
1974,66.4
1975,83.1
1976,108
1977,62.5
1978,68.6
1979,62.6
1980,52.7
1981,77
1982,88.7
1983,89.6
1984,160.2
1985,83
1986,76.5
1987,160.5
1988,52.9
1989,162.8
1990,78.3
1991,139.5
1992,163.4
1993,97.9
1994,81.7
1995,75.3
1996,80.8
1997,129.8
1998,99.1
1999,75
2000,64.6
