UF,SP
Cidade,CRAVINHOS
Nome Posto,FAZENDA DAS FLORES
Latitude,-21.333333333333332
Longitude,-47.78333333333333
Codigo,2147012
Qtd. Anos,62
Ano,Maxima
1938,82.5
1954,57
1955,83.7
1956,81
1957,72
1958,57
1959,90
1960,115
1961,125
1962,70
1963,108
1964,70
1965,60
1966,60
1967,87
1968,67
1969,93.5
1970,84
1971,86.3
1972,84.3
1973,73.8
1974,93
1975,99
1976,86
1977,75.3
1978,79.9
1979,72.6
1980,79
1981,73.7
1982,68.3
1983,80.3
1984,119.4
1985,70.3
1986,76.7
1987,74
1988,85.7
1989,58.8
1990,62
1991,82.3
1992,55.6
1993,58.8
1994,63.3
1995,103.7
1996,85.5
1997,94.4
1998,61.2
1999,97.7
2000,77.2
2001,102.2
2002,144.7
2003,78.1
2004,77.7
2005,86.4
2006,69
2007,68.7
2008,86.7
2009,87.2
2010,88.5
2011,89
2012,60
2013,53.4
2014,71.2
