UF,SP
Cidade,PALESTINA
Nome Posto,PALESTINA
Latitude,-20.383333333333333
Longitude,-49.43333333333333
Codigo,2049006
Qtd. Anos,57
Ano,Maxima
1958,39.4
1959,98.1
1960,57.5
1961,100.4
1962,79.2
1963,111.8
1964,60
1965,60.7
1966,154.2
1967,88.8
1968,70
1969,147.7
1970,220.5
1971,101.5
1972,58.7
1973,88.4
1974,59.3
1975,86.4
1976,72.5
1977,81
1978,110.1
1979,63.6
1980,88.3
1981,81.1
1982,69.2
1983,74.4
1984,87.3
1985,83
1986,50
1987,57.4
1988,63.6
1989,102.5
1990,72
1991,103.8
1992,97.4
1993,82.2
1994,56.4
1995,136.4
1996,75.6
1997,71.4
1998,90
1999,71.5
2000,105.2
2001,77.8
2002,58.2
2003,93.1
2004,88.6
2005,75.7
2006,71
2007,65
2008,121
2009,90.7
2010,62
2011,65.6
2012,60.5
2013,75.4
2014,78
