UF,SP
Cidade,JACAREI
Nome Posto,UHE SANTA BRANCA BARRAMENTO
Latitude,-23.373055555555556
Longitude,-45.86944444444445
Codigo,2345106
Qtd. Anos,58
Ano,Maxima
1955,53.6
1956,47
1957,52.8
1958,43.4
1959,53.2
1960,69.4
1961,66
1962,104
1963,72.2
1964,45.2
1965,94.8
1966,82
1967,56.2
1968,59
1969,42
1970,72.2
1971,75.8
1972,67.6
1973,74
1974,104.2
1975,46.8
1976,88.6
1977,83.8
1978,95.8
1979,56.8
1980,72
1981,58.2
1982,61.8
1983,65.6
1984,49.2
1985,61.8
1986,63
1987,82
1988,68.4
1989,135
1990,36
1991,85
1992,58
1993,83
1994,59.8
1995,75
1996,78
1997,86
1998,59
1999,89
2000,97.4
2001,69.8
2002,71.4
2003,72.5
2004,101.8
2005,77.6
2006,92.8
2007,63.4
2008,46.4
2009,55.3
2010,42.3
2011,86.5
2012,48.4
