UF,SP
Cidade,SOROCABA
Nome Posto,EDEN
Latitude,-23.416666666666668
Longitude,-47.4
Codigo,2347028
Qtd. Anos,42
Ano,Maxima
1971,70.6
1972,108
1973,83.9
1974,60
1975,79.3
1976,82.3
1977,81.1
1978,73.3
1979,58.2
1980,57.8
1981,104.5
1982,178.4
1983,119.1
1984,54.6
1985,74
1986,96.5
1987,75.5
1988,62.8
1989,58.7
1990,47.8
1991,96.9
1992,68.1
1993,54.8
1994,62.1
1995,115.5
1996,59.1
1997,60.9
1998,52
1999,52.4
2000,80.3
2001,102.5
2002,133.6
2003,79.7
2004,66.1
2005,88.1
2006,94.2
2007,71
2008,65.4
2009,74.3
2010,55.3
2011,79.3
2012,38.6
