UF,SP
Cidade,MOGI-GUACU
Nome Posto,MOGI GUACU
Latitude,-22.36777777777778
Longitude,-46.93055555555555
Codigo,2246009
Qtd. Anos,54
Ano,Maxima
1966,4.2
1967,3.2
1968,32.4
1969,3
1970,58.4
1971,28.6
1972,36.2
1973,24
1974,24.8
1976,41.6
1977,95
1978,71.8
1979,75.8
1980,72.2
1981,75
1982,51.2
1983,100.5
1984,68.1
1985,70.1
1986,61.9
1987,50.9
1988,58.2
1989,85.8
1990,53.6
1991,94.1
1992,99.6
1993,42.9
1994,89.7
1995,92.2
1996,54.2
1997,76.2
1998,43.6
1999,156.1
2000,84.6
2001,62
2002,46.8
2003,58.4
2004,59.5
2005,104
2006,87.2
2007,94.2
2008,96.7
2009,73
2010,87.9
2011,107.8
2012,47.5
2013,74.6
2014,100.3
2015,92.4
2016,110.4
2017,76.9
2018,58.9
2019,69.3
2020,95.2
