UF,SP
Cidade,FERNANDOPOLIS
Nome Posto,FAZENDA SANTA RITA
Latitude,-20.233333333333334
Longitude,-50.31666666666667
Codigo,2050005
Qtd. Anos,50
Ano,Maxima
1964,86.7
1965,73.1
1966,150.7
1968,50.5
1969,99.9
1970,73.4
1971,62.5
1972,74.8
1973,49.6
1974,96.3
1975,91.6
1976,68.3
1977,62.2
1978,87.7
1979,122.6
1980,193.1
1981,94.3
1982,56.1
1983,96.2
1984,57.1
1985,83.2
1986,123.6
1987,79.8
1988,55.6
1989,95.9
1990,63.1
1991,152.4
1992,76.7
1993,68.7
1994,68
1995,80.4
1996,60.5
1997,47.2
1998,59.6
1999,97.6
2000,93.9
2001,50.6
2002,59.2
2003,65
2004,56.5
2005,170
2006,67
2007,96.1
2008,65.3
2009,171.9
2010,57.5
2011,100.5
2012,88.7
2013,102.8
2014,95.8
