UF,SP
Cidade,GUARUJA
Nome Posto,PEREQUE
Latitude,-23.95
Longitude,-46.18333333333333
Codigo,2346086
Qtd. Anos,74
Ano,Maxima
1937,74.5
1938,66.7
1939,97.2
1940,97.2
1942,60.5
1943,80.5
1944,80.2
1945,90.5
1946,90.3
1947,90.5
1948,90.3
1952,120.2
1953,58.3
1954,60.5
1955,60.2
1956,170.5
1957,75.2
1958,80.9
1959,75
1960,65.2
1961,154.5
1962,66.2
1963,75.3
1964,42.5
1965,117.5
1966,98.2
1967,140.3
1968,65.3
1969,65.3
1970,95.3
1971,166
1972,122.5
1973,310.5
1974,140
1975,186.4
1976,96.9
1977,120
1978,169
1979,68.3
1980,71.9
1981,89.6
1982,118.4
1983,183.7
1984,97.2
1985,127.7
1986,99.6
1987,96.9
1988,227.2
1989,220.9
1990,203.4
1991,104.9
1992,169.8
1993,128.9
1994,87.6
1995,28.6
1996,127.4
1997,55.1
1998,130
1999,97
2000,184.5
2001,119.6
2002,140.6
2003,119
2004,103.1
2005,126.5
2006,109.3
2007,189.9
2008,67
2009,109.2
2010,154
2011,107.1
2012,96.9
2013,101.5
2014,102.7
