UF,SP
Cidade,PARAGUACU PAULISTA
Nome Posto,PARAGUACU PAULISTA
Latitude,-22.416666666666668
Longitude,-50.56666666666667
Codigo,2250063
Qtd. Anos,66
Ano,Maxima
1953,84.5
1954,58.7
1955,80.2
1956,75.5
1957,84.5
1958,95
1959,77
1960,69.1
1961,51
1962,64
1963,74
1964,119.4
1965,91.8
1966,104.5
1967,106
1968,72.7
1969,70.3
1970,70.8
1971,88.6
1972,94.7
1973,62.4
1974,81.2
1975,126
1976,116.5
1977,126
1978,66
1979,73.8
1980,87.6
1981,74.3
1982,87.6
1983,100.3
1984,64.5
1985,73.5
1986,50.3
1987,55
1988,98
1989,111.8
1990,80.2
1991,65.4
1992,69
1993,90
1994,89.5
1995,86
1996,94.9
1997,80
1998,40
1999,144.7
2000,85
2001,89.2
2002,61.8
2003,120
2004,77.2
2005,73
2006,63
2007,60.5
2008,72
2009,106.2
2010,99.2
2011,55.8
2012,127.4
2013,98.5
2014,64.5
2015,204.4
2016,133.4
2017,125.5
2018,75
