UF,SP
Cidade,ARARAQUARA
Nome Posto,MOTUCA
Latitude,-21.516666666666666
Longitude,-48.15
Codigo,2148029
Qtd. Anos,64
Ano,Maxima
1936,50
1937,42
1938,62
1939,133.5
1940,81.2
1941,100.5
1942,90.5
1943,98
1944,58.1
1945,65.5
1946,94.4
1947,66
1948,72
1949,79.2
1950,98.2
1951,65
1952,130
1953,81
1954,97
1955,65
1956,145
1957,68
1958,78
1959,96
1960,68.4
1961,70
1962,90
1963,57.5
1964,93
1965,70
1966,97
1967,69.5
1968,76
1970,77.6
1971,60
1972,122.4
1973,68.3
1974,68.2
1975,72.3
1976,80.7
1977,80.3
1978,60.5
1979,67.8
1980,84
1981,59.1
1982,59.2
1983,132.1
1984,79.7
1985,74.2
1986,106.7
1987,80.9
1988,79
1989,73.5
1990,54.6
1991,65.8
1992,75
1993,63.2
1994,98.8
1995,144
1996,58.7
1997,65.5
1998,70.5
1999,84
2000,78.3
