UF,SP
Cidade,CORONEL MACEDO
Nome Posto,CORONEL MACEDO
Latitude,-23.633333333333333
Longitude,-49.31666666666667
Codigo,2349018
Qtd. Anos,57
Ano,Maxima
1939,59.3
1940,60.8
1941,53.8
1942,56.9
1943,84.9
1944,93.8
1945,73.5
1946,62
1947,148
1948,87.2
1949,85
1954,59
1955,76.5
1956,65.6
1957,90.2
1958,63.4
1959,26.4
1960,28.5
1961,38.6
1962,28.6
1963,25.4
1964,28.4
1965,29.5
1966,26.5
1967,30.3
1968,23.6
1969,45.3
1970,44
1971,55.1
1972,62.5
1973,71.3
1974,48.7
1975,104.3
1976,109.2
1977,79.6
1978,86.4
1979,44.3
1980,48.1
1981,84.2
1982,62.3
1983,82.7
1984,79.1
1985,48.2
1986,63.7
1987,112.1
1988,93.5
1989,98.9
1990,76.1
1991,75.2
1992,69.8
1993,65.9
1994,81.7
1995,81.7
1996,47.8
1997,83.2
1998,192.8
1999,73.9
