UF,SP
Cidade,LORENA
Nome Posto,LORENA
Latitude,-22.733333333333334
Longitude,-45.083333333333336
Codigo,2245020
Qtd. Anos,62
Ano,Maxima
1957,51.2
1958,71.4
1959,97.2
1960,93.4
1961,51.4
1962,60.9
1963,48.2
1964,58.6
1965,39.3
1966,98.3
1967,60.7
1968,85.5
1969,110.8
1970,106.8
1971,71.2
1972,52.7
1973,63.9
1974,62.8
1975,93.3
1976,63.5
1977,78.6
1978,70
1979,52.1
1980,55.8
1981,60.4
1982,59.4
1983,62
1984,136.2
1985,81
1986,86.2
1987,52.8
1988,82.9
1989,88.3
1990,58
1991,88.3
1992,82
1993,51
1994,66.2
1995,77.4
1996,96.3
1997,77.9
1998,58.8
1999,65
2000,162
2001,71.3
2002,37.3
2003,42.3
2004,76
2005,50.5
2006,92.8
2007,50.7
2008,53.2
2009,102.9
2010,46
2011,80
2012,72.9
2013,63
2014,35.8
2015,69.2
2016,148.5
2017,42
2018,61.5
