UF,SP
Cidade,IPAUCU
Nome Posto,FAZENDA PALMEIRAS
Latitude,-23.033333333333335
Longitude,-49.56666666666667
Codigo,2349003
Qtd. Anos,74
Ano,Maxima
1941,34
1942,61.5
1943,57
1944,61
1945,93
1946,45
1947,61.5
1948,84
1949,80
1950,61
1951,85
1952,87
1953,73
1954,55
1955,79
1956,90
1957,96
1958,74
1959,68
1960,80
1961,59.5
1962,93.3
1963,82.7
1964,95.2
1965,75.6
1966,98.3
1967,81.1
1968,51.2
1969,46.5
1970,89.3
1971,66.7
1972,109.1
1973,73.4
1974,70.3
1975,103.2
1976,109.2
1977,100.7
1978,74.2
1979,90
1980,91.2
1981,84.7
1982,73
1983,148.1
1984,75.1
1985,137
1986,112
1987,137
1988,54.2
1989,134.5
1990,129.6
1991,107
1992,97.7
1993,96.5
1994,140.2
1995,67.8
1996,59.6
1997,108.2
1998,85.4
1999,83.6
2000,67.4
2001,64.3
2002,133.6
2003,67.5
2004,58.5
2005,125.6
2006,56.7
2007,78.2
2008,88
2009,105
2010,47
2011,73
2012,192
2013,93
2014,145
