UF,SP
Cidade,OLIMPIA
Nome Posto,TAMANDUA
Latitude,-20.716666666666665
Longitude,-48.93333333333333
Codigo,2048022
Qtd. Anos,59
Ano,Maxima
1942,113
1943,160.2
1944,70.5
1945,85.2
1946,110.4
1947,112.3
1948,58.2
1949,60
1950,71
1951,45.5
1952,70
1953,120.9
1954,60
1955,82.7
1956,73
1957,58.6
1958,132.5
1959,53.1
1960,105.3
1961,118.3
1962,130
1963,60.5
1964,63.4
1965,61.5
1966,87.9
1967,68.5
1968,93.2
1969,105.1
1970,100.1
1971,83.7
1972,70.5
1973,64.1
1974,72.9
1975,70.5
1976,65.1
1977,82.8
1978,102.6
1979,136.3
1980,175.8
1981,83.6
1982,85.6
1983,79.9
1984,85.1
1985,112.5
1986,55.9
1987,97.8
1988,60.9
1989,110.8
1990,64.7
1991,105.3
1992,70.1
1993,61.4
1994,66.9
1995,106.2
1996,56.9
1997,89.7
1998,70.2
1999,79.4
2000,116.9
