UF,SP
Cidade,SANTA CRUZ DO RIO PARDO
Nome Posto,FAZENDA SAO FRANCISCO
Latitude,-22.583333333333332
Longitude,-49.55
Codigo,2249071
Qtd. Anos,41
Ano,Maxima
1974,97.9
1975,64.3
1976,52.3
1977,122.2
1978,57.4
1979,70.4
1980,55.7
1981,114.5
1982,92.4
1983,92.2
1984,95.6
1985,104.4
1986,61.9
1987,79.9
1988,64.2
1989,66.3
1990,87.1
1991,86.9
1992,77.1
1993,95.5
1994,74.6
1995,73.4
1996,77.4
1997,77
1998,113.9
1999,51
2000,99.4
2001,172.3
2002,132.8
2003,50.8
2004,133
2005,100
2006,132.5
2007,66
2008,104.3
2009,69.5
2010,74.6
2011,58.7
2012,130
2013,80.3
2014,97.2
