UF,SP
Cidade,ORLANDIA
Nome Posto,ORLANDIA
Latitude,-20.733333333333334
Longitude,-47.88333333333333
Codigo,2047025
Qtd. Anos,82
Ano,Maxima
1937,30
1938,135
1939,62.1
1940,68.4
1941,80.2
1942,62.1
1943,80.7
1944,56.2
1945,70.5
1946,68.2
1947,178.6
1948,76.6
1949,105.1
1950,111.2
1951,77.1
1952,56
1953,75.5
1954,56.1
1955,60.1
1956,97.5
1957,106.6
1958,96
1959,143.7
1960,99.5
1961,128.4
1962,66.4
1963,85.8
1964,50.9
1965,90.1
1966,72.6
1967,105.3
1968,57.1
1969,50.3
1970,89.5
1971,96.2
1972,59.2
1973,72.5
1974,93.2
1975,73.5
1976,75.7
1977,67.2
1978,79.9
1979,89.2
1980,115.1
1981,61.7
1982,81.9
1983,96.5
1984,69.6
1985,74.8
1986,97.1
1987,59.5
1988,57.5
1989,68.3
1990,69.4
1991,86.2
1992,85.2
1993,64.2
1994,63.9
1995,99.4
1996,84
1997,92.5
1998,77.5
1999,71.4
2000,77
2001,120.5
2002,60.5
2003,102.1
2004,61.6
2005,85.1
2006,100.5
2007,82.3
2008,75.1
2009,101
2010,87.3
2011,55.4
2012,80.5
2013,70
2014,35.4
2015,118
2016,81.3
2017,93
2018,55.4
