UF,SP
Cidade,SAO CARLOS
Nome Posto,USINA CAPAO PRETO
Latitude,-21.866666666666667
Longitude,-47.8
Codigo,2147059
Qtd. Anos,53
Ano,Maxima
1960,130.3
1961,155
1962,78
1963,59.5
1964,60
1967,100.4
1968,46.8
1969,57.5
1970,107.6
1971,109.8
1972,95.3
1973,99.5
1974,186.1
1975,65.7
1976,80
1977,105
1978,107.7
1979,81.2
1980,90.5
1981,91.6
1982,79.3
1983,114.5
1984,52.3
1985,75.4
1986,80
1987,103.6
1988,66.7
1989,70.8
1990,60.9
1991,103.2
1992,55.7
1993,62
1994,78.7
1995,100.2
1996,73.8
1997,55.4
1998,98.1
1999,104
2000,88.7
2001,57.3
2002,135.4
2003,79.5
2004,94.5
2005,93.2
2006,164.4
2007,103.1
2008,59.7
2009,81.3
2010,74.8
2011,65.3
2012,67.3
2013,87
2014,67
