UF,SP
Cidade,BARRA DO TURVO
Nome Posto,BARRA DO TURVO
Latitude,-24.75
Longitude,-48.5
Codigo,2448026
Qtd. Anos,46
Ano,Maxima
1969,44.5
1970,63.3
1971,70.5
1972,71.6
1973,62.4
1974,49.3
1975,79.8
1976,69.4
1977,85.6
1978,72.3
1979,54.1
1980,68.4
1981,72.3
1982,69
1983,78.1
1984,63.6
1985,68.7
1986,89.2
1987,66.5
1988,95
1989,76.5
1990,55.5
1991,51.9
1992,57.2
1993,64.9
1994,75.3
1995,90.9
1996,66.5
1997,98.5
1998,90.3
1999,49.2
2000,76.1
2001,91
2002,93.4
2003,100.7
2004,101.1
2005,77.3
2006,62
2007,110
2008,90.9
2009,83.3
2010,73
2011,66
2012,66.3
2013,53.9
2014,48.7
