UF,SP
Cidade,SAO PAULO
Nome Posto,LAPA
Latitude,-23.516666666666666
Longitude,-46.733333333333334
Codigo,2346042
Qtd. Anos,46
Ano,Maxima
1954,68
1955,64.1
1956,75.5
1957,67.3
1958,94.8
1959,68
1960,85.4
1961,60.3
1962,75.4
1963,80.8
1964,66
1965,110.4
1966,144.5
1967,133
1968,66
1969,63.7
1970,70.3
1971,55.3
1972,86.6
1973,61.1
1974,63.7
1975,73.8
1976,97.1
1977,71.8
1978,111.2
1979,80.5
1980,59.3
1981,60.5
1982,71.9
1983,83.2
1984,60
1985,67
1986,77
1987,107.8
1988,60
1989,71
1990,78.9
1991,70.5
1992,94.7
1993,57.1
1995,46.3
1996,57
1997,86
1998,96.3
1999,52.8
2000,68.6
