UF,SP
Cidade,LINS
Nome Posto,FAZENDA SAO PEDRO
Latitude,-21.7
Longitude,-49.68333333333333
Codigo,2149018
Qtd. Anos,64
Ano,Maxima
1937,95.4
1938,71.9
1939,62.4
1940,64.3
1941,72
1942,68.6
1943,60.5
1944,61
1945,98.8
1946,88.7
1947,107
1948,56.9
1950,52.4
1952,63
1953,134.1
1954,71.5
1955,73.5
1956,62.5
1957,121.5
1958,95
1959,96
1960,120
1961,94.3
1962,84
1963,64.5
1965,37.8
1968,64.2
1969,92.6
1970,71.5
1971,64
1972,75
1973,58.3
1974,133
1975,91
1976,75
1977,126.5
1978,68.5
1979,71
1980,76
1981,81.2
1982,66.5
1983,97
1984,54
1985,69.5
1986,98.5
1987,61.5
1988,124.5
1989,126.4
1990,111
1991,80.6
1992,104
1993,117.4
1994,69.3
1995,71.7
1996,42.2
1997,94
1998,115.5
1999,52.3
2000,97.1
2001,71.5
2002,92.5
2003,62.3
2004,55
2005,118.6
