UF,SP
Cidade,CAMPINAS
Nome Posto,FAZENDA MONTE D'ESTE
Latitude,-22.783333333333335
Longitude,-47.03333333333333
Codigo,2247041
Qtd. Anos,61
Ano,Maxima
1958,48
1959,72
1960,53
1961,71
1962,77.3
1963,85
1964,104.5
1965,71.7
1966,51.7
1967,100
1968,45
1969,51.8
1970,116.7
1971,50.6
1972,98.4
1973,57.8
1974,92.3
1975,57.2
1976,110.4
1977,61.7
1978,83
1979,50.7
1980,89.3
1981,120.6
1982,80.2
1983,110.8
1984,59.3
1985,65.6
1986,73.8
1987,71
1988,71.3
1989,67.1
1990,83
1991,86.3
1992,96.7
1993,64.2
1994,58.3
1995,66.8
1996,78.6
1997,105.7
1998,105.5
1999,113.5
2000,130
2001,123.6
2002,78.7
2003,95
2004,90.2
2005,102.7
2006,80.7
2007,102.5
2008,58
2009,94
2010,93
2011,115.2
2012,63.8
2013,70.5
2014,100
2015,59.5
2016,70
2017,113
2018,36
